[2026-07-06T01:09:19.160Z] GET http://localhost:5173/src/pages/Users.tsx?t=1783300159157 → 200 (55ms, 24788B)
[2026-07-06T01:09:19.160Z] GET http://localhost:5173/src/index.css?t=1783300159157 → 200 (48ms, 47938B)
[2026-07-06T01:09:23.917Z] GET http://localhost:5173/src/pages/Drivers.tsx?t=1783300163912 → 200 (60ms, 24156B)
[2026-07-06T01:09:23.917Z] GET http://localhost:5173/src/index.css?t=1783300163912 → 200 (54ms, 47938B)
[2026-07-06T01:09:29.420Z] GET http://localhost:5173/src/pages/Drivers.tsx?t=1783300169417 → 200 (37ms, 24184B)
[2026-07-06T01:09:29.420Z] GET http://localhost:5173/src/index.css?t=1783300169417 → 200 (34ms, 47938B)
[2026-07-06T01:09:33.180Z] GET http://localhost:5173/src/pages/Drivers.tsx?t=1783300173176 → 200 (40ms, 24170B)
[2026-07-06T01:09:33.180Z] GET http://localhost:5173/src/index.css?t=1783300173176 → 200 (37ms, 47938B)
[2026-07-06T01:09:38.819Z] GET http://localhost:5173/src/pages/Drivers.tsx?t=1783300178812 → 200 (35ms, 24135B)
[2026-07-06T01:09:38.819Z] GET http://localhost:5173/src/index.css?t=1783300178812 → 200 (31ms, 47938B)
[2026-07-06T01:09:45.024Z] GET http://localhost:5173/src/pages/Drivers.tsx?t=1783300185021 → 200 (37ms, 24107B)
[2026-07-06T01:09:45.024Z] GET http://localhost:5173/src/index.css?t=1783300185021 → 200 (33ms, 47938B)
[2026-07-06T01:10:08.107Z] GET http://localhost:5173/src/pages/Finance.tsx?t=1783300208104 → 200 (51ms, 31003B)
[2026-07-06T01:10:08.107Z] GET http://localhost:5173/src/index.css?t=1783300208104 → 200 (47ms, 47938B)
[2026-07-06T01:10:21.580Z] GET http://localhost:5173/src/pages/Modules.tsx?t=1783300221577 → 200 (91ms, 16924B)
[2026-07-06T01:10:21.580Z] GET http://localhost:5173/src/index.css?t=1783300221577 → 200 (86ms, 47938B)
[2026-07-06T01:10:25.378Z] GET http://localhost:5173/src/pages/Modules.tsx?t=1783300225376 → 200 (44ms, 16916B)
[2026-07-06T01:10:25.378Z] GET http://localhost:5173/src/index.css?t=1783300225376 → 200 (41ms, 47938B)
[2026-07-06T01:10:29.588Z] GET http://localhost:5173/src/pages/Modules.tsx?t=1783300229587 → 200 (52ms, 16917B)
[2026-07-06T01:10:29.588Z] GET http://localhost:5173/src/index.css?t=1783300229587 → 200 (49ms, 47938B)
[2026-07-06T01:10:35.394Z] GET http://localhost:5173/src/pages/Modules.tsx?t=1783300235392 → 200 (80ms, 16915B)
[2026-07-06T01:10:35.394Z] GET http://localhost:5173/src/index.css?t=1783300235392 → 200 (75ms, 48665B)
[2026-07-06T01:10:39.640Z] GET http://localhost:5173/src/pages/Modules.tsx?t=1783300239638 → 200 (52ms, 16894B)
